jstime,valence,arousal,video
0,5.0,5.0,10
50,5.0,5.0,10
100,5.0,5.0,10
150,5.0,5.0,10
200,5.0,5.0,10
250,5.0,5.0,10
300,5.0,5.0,10
350,5.0,5.0,10
400,5.0,5.0,10
450,5.0,5.0,10
500,5.0,5.0,10
550,5.0,5.0,10
600,5.0,5.0,10
650,5.0,5.0,10
700,5.0,5.0,10
750,5.0,5.0,10
800,5.0,5.0,10
850,5.0,5.0,10
900,5.0,5.0,10
950,5.0,5.0,10
1000,5.0,5.0,10
1050,5.0,5.0,10
1100,5.0,5.0,10
1150,5.0,5.0,10
1200,5.0,5.0,10
1250,5.0,5.0,10
1300,5.0,5.0,10
1350,5.0,5.0,10
1400,5.0,5.0,10
1450,5.0,5.0,10
1500,5.0,5.0,10
1550,5.0,5.0,10
1600,5.0,5.0,10
1650,5.0,5.0,10
1700,5.0,5.0,10
1750,5.0,5.0,10
1800,5.0,5.0,10
1850,5.0,5.0,10
1900,5.0,5.0,10
1950,5.0,5.0,10
2000,5.0,5.0,10
2050,5.0,5.0,10
2100,5.0,5.0,10
2150,5.0,5.0,10
2200,5.0,5.0,10
2250,5.0,5.0,10
2300,5.0,5.0,10
2350,5.0,5.0,10
2400,5.0,5.0,10
2450,5.0,5.0,10
2500,5.0,5.0,10
2550,5.0,5.0,10
2600,5.0,5.0,10
2650,5.0,5.0,10
2700,5.0,5.0,10
2750,5.0,5.0,10
2800,5.0,5.0,10
2850,5.0,5.0,10
2900,5.0,5.0,10
2950,5.0,5.0,10
3000,5.0,5.0,10
3050,5.0,5.0,10
3100,5.0,5.0,10
3150,5.0,5.0,10
3200,5.0,5.0,10
3250,5.0,5.0,10
3300,5.0,5.0,10
3350,5.0,5.0,10
3400,5.0,5.0,10
3450,5.0,5.0,10
3500,5.0,5.0,10
3550,5.0,5.0,10
3600,5.0,5.0,10
3650,5.0,5.0,10
3700,5.0,5.0,10
3750,5.0,5.0,10
3800,5.0,5.0,10
3850,5.0,5.0,10
3900,5.0,5.0,10
3950,5.0,5.0,10
4000,5.0,5.0,10
4050,5.0,5.0,10
4100,5.0,5.0,10
4150,5.0,5.0,10
4200,5.0,5.0,10
4250,5.0,5.0,10
4300,5.0,5.0,10
4350,5.0,5.0,10
4400,5.0,5.0,10
4450,5.0,5.0,10
4500,5.0,5.0,10
4550,5.0,5.0,10
4600,5.0,5.0,10
4650,5.0,5.0,10
4700,5.0,5.0,10
4750,5.0,5.0,10
4800,5.0,5.0,10
4850,5.0,5.0,10
4900,5.0,5.0,10
4950,5.0,5.0,10
5000,5.0,5.0,10
5050,5.0,5.0,10
5100,5.0,5.0,10
5150,5.0,5.0,10
5200,5.0,5.0,10
5250,5.0,5.0,10
5300,5.0,5.0,10
5350,5.0,5.0,10
5400,5.0,5.0,10
5450,5.0,5.0,10
5500,5.0,5.0,10
5550,5.0,5.0,10
5600,5.0,5.0,10
5650,5.0,5.0,10
5700,5.0,5.0,10
5750,5.0,5.0,10
5800,5.0,5.0,10
5850,5.0,5.0,10
5900,5.0,5.0,10
5950,5.0,5.0,10
6000,5.0,5.0,10
6050,5.0,5.0,10
6100,5.0,5.0,10
6150,5.0,5.0,10
6200,5.0,5.0,10
6250,5.0,5.0,10
6300,5.0,5.0,10
6350,5.0,5.0,10
6400,5.0,5.0,10
6450,5.0,5.0,10
6500,5.0,5.0,10
6550,5.0,5.0,10
6600,5.0,5.0,10
6650,5.0,5.0,10
6700,5.0,5.0,10
6750,5.0,5.0,10
6800,5.0,5.0,10
6850,5.0,5.0,10
6900,5.0,5.0,10
6950,5.0,5.0,10
7000,5.0,5.0,10
7050,5.0,5.0,10
7100,5.0,5.0,10
7150,5.0,5.0,10
7200,5.0,5.0,10
7250,5.0,5.0,10
7300,5.0,5.0,10
7350,5.0,5.0,10
7400,5.0,5.0,10
7450,5.0,5.0,10
7500,5.0,5.0,10
7550,5.0,5.0,10
7600,5.0,5.0,10
7650,5.0,5.0,10
7700,5.0,5.0,10
7750,5.0,5.0,10
7800,5.0,5.0,10
7850,5.0,5.0,10
7900,5.0,5.0,10
7950,5.0,5.0,10
8000,5.0,5.0,10
8050,5.0,5.0,10
8100,5.0,5.0,10
8150,5.0,5.0,10
8200,5.0,5.018,10
8250,5.0,5.022,10
8300,5.0,5.022,10
8350,5.0,5.022,10
8400,5.0,5.022,10
8450,5.0,5.022,10
8500,5.0,5.022,10
8550,5.0,5.022,10
8600,5.0,5.004,10
8650,5.0,5.0,10
8700,5.0,5.0,10
8750,5.0,5.0,10
8800,5.0,5.0,10
8850,5.0,5.0,10
8900,5.0,5.0,10
8950,5.0,5.0,10
9000,5.0,5.0,10
9050,5.0,5.0,10
9100,5.0,5.0,10
9150,5.0,5.0,10
9200,5.0,5.0,10
9250,5.0,5.0,10
9300,5.0,5.0,10
9350,5.0,5.0,10
9400,5.0,5.0,10
9450,5.0,5.0,10
9500,5.0,5.0,10
9550,5.0,5.0,10
9600,5.0,5.0,10
9650,5.0,5.0,10
9700,5.0,4.998,10
9750,5.0,4.975,10
9800,5.0,4.897,10
9850,5.0,4.816,10
9900,4.995,4.711,10
9950,5.006,4.653,10
10000,5.01,4.606,10
10050,5.01,4.566,10
10100,5.01,4.531,10
10150,5.01,4.498,10
10200,5.01,4.461,10
10250,5.01,4.434,10
10300,5.011,4.416,10
10350,5.011,4.411,10
10400,5.011,4.392,10
10450,5.011,4.372,10
10500,5.014,4.341,10
10550,5.015,4.318,10
10600,5.015,4.315,10
10650,5.015,4.315,10
10700,5.015,4.315,10
10750,5.015,4.315,10
10800,5.015,4.315,10
10850,5.015,4.315,10
10900,5.015,4.315,10
10950,5.015,4.296,10
11000,5.015,4.271,10
11050,5.015,4.249,10
11100,5.008,4.236,10
11150,5.006,4.228,10
11200,5.006,4.221,10
11250,5.006,4.206,10
11300,5.006,4.201,10
11350,5.006,4.199,10
11400,5.006,4.199,10
11450,5.006,4.199,10
11500,5.006,4.199,10
11550,5.006,4.199,10
11600,5.006,4.199,10
11650,5.006,4.199,10
11700,5.006,4.199,10
11750,5.006,4.199,10
11800,5.006,4.199,10
11850,5.006,4.199,10
11900,5.006,4.199,10
11950,5.006,4.199,10
12000,5.006,4.199,10
12050,5.006,4.199,10
12100,5.006,4.199,10
12150,5.006,4.199,10
12200,5.006,4.199,10
12250,5.006,4.199,10
12300,5.006,4.199,10
12350,5.006,4.199,10
12400,5.006,4.199,10
12450,5.006,4.199,10
12500,5.006,4.199,10
12550,5.006,4.199,10
12600,5.006,4.199,10
12650,5.006,4.199,10
12700,5.006,4.199,10
12750,5.006,4.199,10
12800,5.006,4.199,10
12850,5.006,4.199,10
12900,5.006,4.199,10
12950,5.006,4.199,10
13000,5.006,4.199,10
13050,5.006,4.199,10
13100,5.006,4.199,10
13150,5.006,4.199,10
13200,5.006,4.199,10
13250,5.006,4.199,10
13300,5.006,4.199,10
13350,5.006,4.199,10
13400,5.006,4.199,10
13450,5.006,4.199,10
13500,5.006,4.199,10
13550,5.006,4.199,10
13600,5.006,4.199,10
13650,5.006,4.199,10
13700,5.006,4.199,10
13750,5.006,4.199,10
13800,5.013,4.228,10
13850,5.027,4.247,10
13900,5.036,4.254,10
13950,5.041,4.259,10
14000,5.046,4.274,10
14050,5.059,4.278,10
14100,5.069,4.284,10
14150,5.084,4.288,10
14200,5.099,4.289,10
14250,5.118,4.29,10
14300,5.137,4.298,10
14350,5.15,4.307,10
14400,5.159,4.314,10
14450,5.169,4.321,10
14500,5.177,4.329,10
14550,5.185,4.336,10
14600,5.189,4.34,10
14650,5.194,4.343,10
14700,5.199,4.345,10
14750,5.2,4.358,10
14800,5.206,4.36,10
14850,5.21,4.364,10
14900,5.214,4.369,10
14950,5.215,4.375,10
15000,5.223,4.383,10
15050,5.227,4.396,10
15100,5.231,4.405,10
15150,5.235,4.412,10
15200,5.24,4.414,10
15250,5.243,4.417,10
15300,5.254,4.426,10
15350,5.256,4.43,10
15400,5.264,4.435,10
15450,5.27,4.442,10
15500,5.281,4.444,10
15550,5.286,4.448,10
15600,5.288,4.459,10
15650,5.288,4.461,10
15700,5.29,4.469,10
15750,5.291,4.471,10
15800,5.295,4.475,10
15850,5.296,4.481,10
15900,5.296,4.492,10
15950,5.298,4.5,10
16000,5.299,4.507,10
16050,5.299,4.514,10
16100,5.305,4.528,10
16150,5.306,4.538,10
16200,5.31,4.563,10
16250,5.311,4.583,10
16300,5.311,4.595,10
16350,5.311,4.605,10
16400,5.311,4.608,10
16450,5.311,4.608,10
16500,5.311,4.608,10
16550,5.311,4.608,10
16600,5.311,4.608,10
16650,5.311,4.608,10
16700,5.311,4.608,10
16750,5.311,4.608,10
16800,5.311,4.608,10
16850,5.311,4.608,10
16900,5.311,4.608,10
16950,5.311,4.608,10
17000,5.317,4.607,10
17050,5.318,4.601,10
17100,5.319,4.598,10
17150,5.319,4.598,10
17200,5.319,4.592,10
17250,5.319,4.59,10
17300,5.319,4.585,10
17350,5.319,4.585,10
17400,5.319,4.585,10
17450,5.319,4.585,10
17500,5.319,4.585,10
17550,5.319,4.585,10
17600,5.319,4.585,10
17650,5.319,4.585,10
17700,5.319,4.585,10
17750,5.319,4.585,10
17800,5.319,4.585,10
17850,5.319,4.585,10
17900,5.319,4.585,10
17950,5.319,4.609,10
18000,5.319,4.646,10
18050,5.319,4.66,10
18100,5.316,4.661,10
18150,5.308,4.661,10
18200,5.291,4.661,10
18250,5.28,4.661,10
18300,5.266,4.661,10
18350,5.248,4.661,10
18400,5.232,4.661,10
18450,5.223,4.661,10
18500,5.218,4.661,10
18550,5.215,4.661,10
18600,5.215,4.661,10
18650,5.214,4.661,10
18700,5.211,4.661,10
18750,5.211,4.66,10
18800,5.21,4.654,10
18850,5.21,4.653,10
18900,5.206,4.651,10
18950,5.204,4.65,10
19000,5.203,4.648,10
19050,5.197,4.647,10
19100,5.196,4.644,10
19150,5.196,4.643,10
19200,5.196,4.643,10
19250,5.196,4.643,10
19300,5.196,4.639,10
19350,5.196,4.636,10
19400,5.196,4.632,10
19450,5.196,4.629,10
19500,5.196,4.627,10
19550,5.196,4.625,10
19600,5.196,4.625,10
19650,5.196,4.625,10
19700,5.196,4.625,10
19750,5.196,4.625,10
19800,5.196,4.625,10
19850,5.196,4.625,10
19900,5.196,4.625,10
19950,5.195,4.625,10
20000,5.195,4.625,10
20050,5.195,4.625,10
20100,5.193,4.625,10
20150,5.193,4.625,10
20200,5.189,4.625,10
20250,5.188,4.625,10
20300,5.188,4.625,10
20350,5.188,4.625,10
20400,5.188,4.625,10
20450,5.188,4.625,10
20500,5.188,4.625,10
20550,5.188,4.625,10
20600,5.188,4.625,10
20650,5.188,4.625,10
20700,5.188,4.625,10
20750,5.188,4.625,10
20800,5.196,4.625,10
20850,5.214,4.625,10
20900,5.231,4.625,10
20950,5.249,4.625,10
21000,5.273,4.625,10
21050,5.295,4.625,10
21100,5.325,4.625,10
21150,5.346,4.625,10
21200,5.361,4.625,10
21250,5.369,4.629,10
21300,5.387,4.647,10
21350,5.395,4.655,10
21400,5.412,4.676,10
21450,5.424,4.686,10
21500,5.429,4.688,10
21550,5.439,4.688,10
21600,5.44,4.688,10
21650,5.441,4.688,10
21700,5.441,4.695,10
21750,5.441,4.713,10
21800,5.457,4.745,10
21850,5.471,4.776,10
21900,5.475,4.78,10
21950,5.476,4.786,10
22000,5.477,4.787,10
22050,5.477,4.787,10
22100,5.477,4.787,10
22150,5.477,4.788,10
22200,5.477,4.79,10
22250,5.477,4.794,10
22300,5.477,4.799,10
22350,5.477,4.799,10
22400,5.477,4.803,10
22450,5.477,4.809,10
22500,5.477,4.819,10
22550,5.477,4.821,10
22600,5.477,4.821,10
22650,5.477,4.821,10
22700,5.477,4.821,10
22750,5.477,4.821,10
22800,5.477,4.821,10
22850,5.477,4.83,10
22900,5.477,4.838,10
22950,5.477,4.839,10
23000,5.472,4.843,10
23050,5.46,4.843,10
23100,5.444,4.843,10
23150,5.44,4.843,10
23200,5.435,4.843,10
23250,5.422,4.843,10
23300,5.413,4.819,10
23350,5.411,4.8,10
23400,5.411,4.778,10
23450,5.411,4.755,10
23500,5.411,4.724,10
23550,5.411,4.68,10
23600,5.411,4.665,10
23650,5.411,4.649,10
23700,5.415,4.641,10
23750,5.457,4.631,10
23800,5.494,4.626,10
23850,5.499,4.625,10
23900,5.499,4.625,10
23950,5.499,4.625,10
24000,5.499,4.625,10
24050,5.499,4.625,10
24100,5.499,4.625,10
24150,5.499,4.625,10
24200,5.499,4.625,10
24250,5.499,4.625,10
24300,5.499,4.625,10
24350,5.499,4.625,10
24400,5.499,4.625,10
24450,5.499,4.625,10
24500,5.499,4.625,10
24550,5.499,4.625,10
24600,5.499,4.625,10
24650,5.499,4.625,10
24700,5.499,4.625,10
24750,5.499,4.625,10
24800,5.499,4.625,10
24850,5.499,4.625,10
24900,5.499,4.625,10
24950,5.499,4.625,10
25000,5.499,4.625,10
25050,5.499,4.625,10
25100,5.499,4.625,10
25150,5.499,4.625,10
25200,5.499,4.625,10
25250,5.499,4.625,10
25300,5.499,4.625,10
25350,5.499,4.625,10
25400,5.499,4.625,10
25450,5.499,4.625,10
25500,5.499,4.625,10
25550,5.499,4.625,10
25600,5.499,4.625,10
25650,5.499,4.625,10
25700,5.499,4.625,10
25750,5.499,4.625,10
25800,5.499,4.625,10
25850,5.499,4.625,10
25900,5.499,4.625,10
25950,5.499,4.625,10
26000,5.499,4.629,10
26050,5.499,4.633,10
26100,5.499,4.639,10
26150,5.499,4.639,10
26200,5.499,4.639,10
26250,5.499,4.639,10
26300,5.499,4.644,10
26350,5.499,4.645,10
26400,5.499,4.645,10
26450,5.499,4.646,10
26500,5.499,4.65,10
26550,5.499,4.651,10
26600,5.499,4.652,10
26650,5.499,4.652,10
26700,5.499,4.657,10
26750,5.499,4.665,10
26800,5.499,4.679,10
26850,5.499,4.696,10
26900,5.499,4.704,10
26950,5.499,4.705,10
27000,5.499,4.72,10
27050,5.499,4.734,10
