jstime,valence,arousal,video
0,5.0,5.0,10
50,5.0,5.0,10
100,5.0,5.0,10
150,5.0,5.0,10
200,5.0,5.0,10
250,5.0,5.0,10
300,5.0,5.0,10
350,5.0,5.0,10
400,5.0,5.0,10
450,5.0,5.0,10
500,5.0,5.0,10
550,5.0,5.0,10
600,5.0,5.0,10
650,5.0,5.0,10
700,5.0,5.0,10
750,5.0,5.0,10
800,5.0,5.0,10
850,5.0,5.0,10
900,5.0,5.0,10
950,5.0,5.0,10
1000,5.0,5.0,10
1050,5.0,5.0,10
1100,5.0,5.0,10
1150,5.0,5.0,10
1200,5.0,5.0,10
1250,5.0,5.0,10
1300,5.0,5.0,10
1350,5.0,5.0,10
1400,5.0,5.0,10
1450,5.0,5.0,10
1500,5.0,5.0,10
1550,5.0,5.0,10
1600,5.0,5.0,10
1650,5.0,5.0,10
1700,5.0,5.0,10
1750,5.0,5.0,10
1800,5.0,5.0,10
1850,5.0,5.0,10
1900,5.0,5.0,10
1950,5.0,5.0,10
2000,5.0,5.0,10
2050,5.0,5.0,10
2100,5.0,5.0,10
2150,5.0,5.0,10
2200,5.0,5.0,10
2250,5.0,5.0,10
2300,5.0,5.0,10
2350,5.0,5.0,10
2400,5.0,5.0,10
2450,5.0,5.0,10
2500,5.0,5.0,10
2550,5.0,5.0,10
2600,5.0,5.0,10
2650,5.0,5.0,10
2700,5.0,5.0,10
2750,5.0,5.0,10
2800,5.0,5.0,10
2850,5.0,5.0,10
2900,5.0,5.0,10
2950,5.0,5.0,10
3000,5.0,5.0,10
3050,5.0,5.0,10
3100,5.0,5.0,10
3150,5.0,5.0,10
3200,5.0,5.0,10
3250,5.0,5.0,10
3300,5.0,5.0,10
3350,5.0,5.0,10
3400,5.0,5.0,10
3450,5.0,5.0,10
3500,5.0,5.0,10
3550,5.0,5.0,10
3600,5.0,5.0,10
3650,5.0,5.0,10
3700,5.0,5.0,10
3750,5.0,5.0,10
3800,5.0,5.0,10
3850,5.0,5.0,10
3900,5.0,5.0,10
3950,5.0,5.0,10
4000,5.0,5.0,10
4050,5.0,5.0,10
4100,5.0,5.0,10
4150,5.0,5.0,10
4200,5.0,5.0,10
4250,5.0,5.0,10
4300,5.0,5.0,10
4350,5.0,5.0,10
4400,5.0,5.0,10
4450,5.0,5.0,10
4500,5.0,5.0,10
4550,5.0,5.0,10
4600,5.0,5.0,10
4650,5.0,5.0,10
4700,5.0,5.0,10
4750,5.0,5.0,10
4800,5.0,5.0,10
4850,5.0,5.0,10
4900,5.0,5.0,10
4950,5.0,5.0,10
5000,5.0,5.0,10
5050,5.0,5.0,10
5100,5.0,5.0,10
5150,5.0,5.0,10
5200,5.0,5.0,10
5250,5.0,5.0,10
5300,5.0,5.0,10
5350,5.0,5.0,10
5400,5.0,5.0,10
5450,5.0,5.0,10
5500,5.0,5.0,10
5550,5.0,5.0,10
5600,5.0,5.0,10
5650,5.0,5.0,10
5700,5.0,5.0,10
5750,5.0,5.0,10
5800,5.0,5.0,10
5850,5.0,5.0,10
5900,5.0,5.0,10
5950,5.0,5.0,10
6000,5.0,5.0,10
6050,5.0,5.0,10
6100,5.0,5.0,10
6150,5.0,5.0,10
6200,5.0,5.0,10
6250,5.0,5.0,10
6300,5.0,5.0,10
6350,5.0,5.0,10
6400,5.0,5.0,10
6450,5.0,5.0,10
6500,5.0,5.0,10
6550,5.0,5.0,10
6600,5.0,5.0,10
6650,5.0,5.0,10
6700,5.0,5.0,10
6750,5.0,5.0,10
6800,5.0,5.0,10
6850,5.0,5.0,10
6900,5.0,5.0,10
6950,5.0,5.0,10
7000,5.0,5.0,10
7050,5.0,5.0,10
7100,5.0,5.0,10
7150,5.0,5.0,10
7200,5.0,5.0,10
7250,5.0,5.0,10
7300,5.0,5.0,10
7350,5.0,5.0,10
7400,5.0,5.0,10
7450,5.0,5.0,10
7500,5.0,5.0,10
7550,5.0,5.0,10
7600,5.0,5.0,10
7650,5.0,5.0,10
7700,5.0,5.0,10
7750,5.0,5.0,10
7800,5.0,5.0,10
7850,5.0,5.0,10
7900,5.0,5.0,10
7950,5.0,5.0,10
8000,5.0,5.0,10
8050,5.002,5.0,10
8100,5.09,5.0,10
8150,5.139,5.0,10
8200,5.197,5.0,10
8250,5.301,4.993,10
8300,5.355,4.993,10
8350,5.473,4.993,10
8400,5.571,4.993,10
8450,5.686,5.0,10
8500,5.73,5.021,10
8550,5.73,5.024,10
8600,5.758,5.028,10
8650,5.777,5.028,10
8700,5.794,5.028,10
8750,5.813,5.03,10
8800,5.856,5.048,10
8850,5.875,5.06,10
8900,5.882,5.061,10
8950,5.882,5.061,10
9000,5.893,5.067,10
9050,5.894,5.089,10
9100,5.933,5.101,10
9150,5.947,5.118,10
9200,5.972,5.127,10
9250,5.974,5.15,10
9300,5.983,5.153,10
9350,6.0,5.18,10
9400,6.066,5.196,10
9450,6.138,5.209,10
9500,6.172,5.209,10
9550,6.186,5.209,10
9600,6.19,5.209,10
9650,6.219,5.209,10
9700,6.271,5.209,10
9750,6.367,5.203,10
9800,6.524,5.152,10
9850,6.704,5.094,10
9900,6.789,5.069,10
9950,6.808,5.062,10
10000,6.808,5.062,10
10050,6.808,5.059,10
10100,6.808,5.028,10
10150,6.807,4.978,10
10200,6.729,4.934,10
10250,6.665,4.893,10
10300,6.649,4.893,10
10350,6.649,4.923,10
10400,6.649,4.948,10
10450,6.649,4.948,10
10500,6.649,4.948,10
10550,6.655,4.948,10
10600,6.659,4.948,10
10650,6.692,4.96,10
10700,6.706,4.961,10
10750,6.728,4.961,10
10800,6.732,4.961,10
10850,6.75,4.961,10
10900,6.777,4.961,10
10950,6.857,4.961,10
11000,6.909,4.961,10
11050,6.937,4.961,10
11100,6.938,4.961,10
11150,6.944,4.962,10
11200,6.944,4.971,10
11250,6.946,4.974,10
11300,6.95,4.974,10
11350,6.95,4.974,10
11400,6.95,4.974,10
11450,6.95,4.981,10
11500,6.95,4.992,10
11550,6.95,4.992,10
11600,6.95,4.992,10
11650,6.95,4.992,10
11700,6.95,4.992,10
11750,6.95,4.992,10
11800,6.95,4.992,10
11850,6.95,4.992,10
11900,6.95,4.992,10
11950,6.95,4.993,10
12000,6.95,5.009,10
12050,6.95,5.014,10
12100,6.95,5.015,10
12150,6.95,5.015,10
12200,6.95,5.021,10
12250,6.95,5.04,10
12300,6.95,5.044,10
12350,6.95,5.044,10
12400,6.95,5.044,10
12450,6.95,5.044,10
12500,6.95,5.05,10
12550,6.95,5.065,10
12600,6.95,5.07,10
12650,6.95,5.07,10
12700,6.95,5.07,10
12750,6.95,5.07,10
12800,6.95,5.07,10
12850,6.95,5.07,10
12900,6.95,5.07,10
12950,6.95,5.07,10
13000,6.95,5.07,10
13050,6.95,5.07,10
13100,6.95,5.07,10
13150,6.95,5.073,10
13200,6.95,5.073,10
13250,6.95,5.073,10
13300,6.95,5.073,10
13350,6.95,5.073,10
13400,6.95,5.074,10
13450,6.95,5.085,10
13500,6.95,5.085,10
13550,6.95,5.085,10
13600,6.95,5.085,10
13650,6.95,5.085,10
13700,6.95,5.095,10
13750,6.95,5.095,10
13800,6.95,5.095,10
13850,6.95,5.095,10
13900,6.95,5.095,10
13950,6.95,5.095,10
14000,6.95,5.108,10
14050,6.95,5.115,10
14100,6.95,5.12,10
14150,6.95,5.13,10
14200,6.95,5.133,10
14250,6.95,5.139,10
14300,6.95,5.139,10
14350,6.95,5.139,10
14400,6.95,5.139,10
14450,6.95,5.139,10
14500,6.95,5.139,10
14550,6.95,5.145,10
14600,6.95,5.146,10
14650,6.95,5.149,10
14700,6.95,5.149,10
14750,6.95,5.149,10
14800,6.95,5.149,10
14850,6.95,5.149,10
14900,6.95,5.149,10
14950,6.95,5.149,10
15000,6.95,5.149,10
15050,6.95,5.149,10
15100,6.95,5.149,10
15150,6.95,5.149,10
15200,6.95,5.149,10
15250,6.95,5.149,10
15300,6.95,5.149,10
15350,6.95,5.149,10
15400,6.95,5.149,10
15450,6.95,5.149,10
15500,6.95,5.149,10
15550,6.95,5.149,10
15600,6.95,5.149,10
15650,6.95,5.149,10
15700,6.95,5.149,10
15750,6.95,5.149,10
15800,6.95,5.149,10
15850,6.95,5.149,10
15900,6.95,5.149,10
15950,6.95,5.149,10
16000,6.95,5.149,10
16050,6.95,5.149,10
16100,6.95,5.149,10
16150,6.95,5.149,10
16200,6.95,5.149,10
16250,6.95,5.149,10
16300,6.95,5.149,10
16350,6.95,5.149,10
16400,6.95,5.149,10
16450,6.95,5.149,10
16500,6.95,5.149,10
16550,6.95,5.149,10
16600,6.95,5.149,10
16650,6.95,5.149,10
16700,6.95,5.149,10
16750,6.95,5.149,10
16800,6.95,5.149,10
16850,6.95,5.15,10
16900,6.95,5.16,10
16950,6.95,5.172,10
17000,6.95,5.175,10
17050,6.95,5.178,10
17100,6.95,5.182,10
17150,6.95,5.185,10
17200,6.95,5.185,10
17250,6.95,5.185,10
17300,6.95,5.185,10
17350,6.95,5.187,10
17400,6.95,5.199,10
17450,6.95,5.205,10
17500,6.95,5.207,10
17550,6.95,5.211,10
17600,6.95,5.219,10
17650,6.95,5.22,10
17700,6.95,5.224,10
17750,6.95,5.229,10
17800,6.95,5.24,10
17850,6.95,5.255,10
17900,6.95,5.276,10
17950,6.95,5.3,10
18000,6.95,5.318,10
18050,6.95,5.356,10
18100,6.95,5.364,10
18150,6.95,5.371,10
18200,6.95,5.372,10
18250,6.95,5.372,10
18300,6.95,5.372,10
18350,6.95,5.372,10
18400,6.95,5.372,10
18450,6.95,5.372,10
18500,6.95,5.368,10
18550,6.95,5.34,10
18600,6.95,5.276,10
18650,6.928,5.192,10
18700,6.899,5.127,10
18750,6.876,5.047,10
18800,6.851,4.989,10
18850,6.84,4.925,10
18900,6.826,4.886,10
18950,6.814,4.865,10
19000,6.802,4.845,10
19050,6.799,4.829,10
19100,6.796,4.822,10
19150,6.796,4.804,10
19200,6.796,4.804,10
19250,6.796,4.804,10
19300,6.796,4.804,10
19350,6.796,4.804,10
19400,6.792,4.804,10
19450,6.792,4.827,10
19500,6.792,4.881,10
19550,6.792,4.915,10
19600,6.792,4.925,10
19650,6.792,4.93,10
19700,6.798,4.939,10
19750,6.815,4.946,10
19800,6.831,4.946,10
19850,6.855,4.948,10
19900,6.877,4.95,10
19950,6.897,4.95,10
20000,6.908,4.95,10
20050,6.927,4.95,10
20100,6.958,4.95,10
20150,6.984,4.95,10
20200,7.0,4.95,10
20250,7.008,4.95,10
20300,7.008,4.95,10
20350,7.008,4.95,10
20400,7.008,4.95,10
20450,7.009,4.95,10
20500,7.009,4.95,10
20550,7.009,4.95,10
20600,7.009,4.95,10
20650,7.009,4.95,10
20700,7.009,4.95,10
20750,7.009,4.95,10
20800,7.009,4.95,10
20850,7.009,4.95,10
20900,7.009,4.95,10
20950,7.009,4.95,10
21000,7.009,4.95,10
21050,7.009,4.95,10
21100,7.009,4.95,10
21150,7.009,4.95,10
21200,7.009,4.95,10
21250,7.009,4.95,10
21300,7.009,4.95,10
21350,7.009,4.95,10
21400,7.009,4.95,10
21450,7.009,4.95,10
21500,7.009,4.95,10
21550,7.009,4.95,10
21600,7.009,4.95,10
21650,7.009,4.95,10
21700,7.009,4.95,10
21750,7.009,4.95,10
21800,7.009,4.95,10
21850,7.009,4.95,10
21900,7.009,4.95,10
21950,7.009,4.95,10
22000,7.009,4.95,10
22050,7.009,4.95,10
22100,7.009,4.95,10
22150,7.009,4.95,10
22200,7.009,4.95,10
22250,7.009,4.95,10
22300,7.009,4.95,10
22350,7.009,4.95,10
22400,7.009,4.95,10
22450,7.009,4.95,10
22500,7.009,4.95,10
22550,7.009,4.95,10
22600,7.009,4.946,10
22650,7.009,4.946,10
22700,7.009,4.946,10
22750,7.009,4.946,10
22800,7.009,4.946,10
22850,7.009,4.941,10
22900,7.009,4.941,10
22950,7.009,4.941,10
23000,7.009,4.941,10
23050,7.009,4.941,10
23100,7.009,4.941,10
23150,7.009,4.941,10
23200,7.009,4.941,10
23250,7.009,4.941,10
23300,7.009,4.941,10
23350,7.009,4.941,10
23400,7.009,4.941,10
23450,7.009,4.941,10
23500,7.009,4.941,10
23550,7.009,4.941,10
23600,7.009,4.941,10
23650,7.009,4.941,10
23700,7.009,4.941,10
23750,7.009,4.941,10
23800,7.009,4.941,10
23850,7.009,4.941,10
23900,7.009,4.941,10
23950,7.009,4.941,10
24000,7.009,4.941,10
24050,7.009,4.941,10
24100,7.009,4.941,10
24150,7.009,4.941,10
24200,7.009,4.941,10
24250,7.009,4.941,10
24300,7.009,4.941,10
24350,7.009,4.941,10
24400,7.009,4.941,10
24450,7.009,4.941,10
24500,7.009,4.941,10
24550,7.009,4.941,10
24600,7.009,4.941,10
24650,7.009,4.941,10
24700,7.009,4.941,10
24750,7.009,4.941,10
24800,7.009,4.941,10
24850,7.009,4.941,10
24900,7.009,4.941,10
24950,7.009,4.941,10
25000,7.009,4.941,10
25050,7.009,4.941,10
25100,7.009,4.941,10
25150,7.009,4.941,10
25200,7.009,4.941,10
25250,7.009,4.941,10
25300,7.009,4.941,10
25350,7.009,4.941,10
25400,7.009,4.941,10
25450,7.009,4.941,10
25500,7.009,4.941,10
25550,7.009,4.941,10
25600,7.009,4.941,10
25650,7.009,4.941,10
25700,7.009,4.941,10
25750,7.009,4.941,10
25800,7.009,4.941,10
25850,7.009,4.941,10
25900,7.009,4.941,10
25950,7.009,4.941,10
26000,7.009,4.941,10
26050,7.009,4.941,10
26100,7.009,4.941,10
26150,7.009,4.941,10
26200,7.009,4.941,10
26250,7.009,4.941,10
26300,7.009,4.941,10
26350,7.009,4.941,10
26400,7.009,4.941,10
26450,7.009,4.941,10
26500,7.009,4.941,10
26550,7.009,4.941,10
26600,7.009,4.941,10
26650,7.009,4.941,10
26700,7.009,4.941,10
26750,7.009,4.941,10
26800,7.009,4.941,10
26850,7.009,4.941,10
26900,7.009,4.941,10
26950,7.009,4.941,10
27000,7.009,4.941,10
27050,7.009,4.941,10
