jstime,valence,arousal,video
0,5.0,5.0,10
50,5.0,5.0,10
100,5.0,5.0,10
150,5.0,5.0,10
200,5.0,5.0,10
250,5.0,5.0,10
300,5.0,5.0,10
350,5.0,5.0,10
400,5.0,5.0,10
450,5.0,5.0,10
500,5.0,5.0,10
550,5.0,5.0,10
600,5.0,5.0,10
650,5.0,5.0,10
700,5.0,5.0,10
750,5.0,5.0,10
800,5.0,5.0,10
850,5.0,5.0,10
900,5.0,5.0,10
950,5.0,5.0,10
1000,5.0,5.0,10
1050,5.0,5.0,10
1100,5.0,5.0,10
1150,5.0,5.0,10
1200,5.0,5.0,10
1250,5.0,5.0,10
1300,5.0,5.0,10
1350,5.0,5.0,10
1400,5.0,5.0,10
1450,5.0,5.0,10
1500,5.0,5.0,10
1550,5.0,5.0,10
1600,5.0,5.0,10
1650,5.0,5.0,10
1700,5.0,5.0,10
1750,5.0,5.0,10
1800,5.0,5.0,10
1850,5.0,5.0,10
1900,5.0,5.0,10
1950,5.0,5.0,10
2000,5.0,5.0,10
2050,5.0,5.0,10
2100,5.0,5.0,10
2150,5.0,5.0,10
2200,5.0,5.0,10
2250,5.0,5.0,10
2300,5.0,5.0,10
2350,5.0,5.0,10
2400,5.0,5.0,10
2450,5.0,5.0,10
2500,5.0,5.0,10
2550,5.0,5.0,10
2600,5.0,5.0,10
2650,5.0,5.0,10
2700,5.0,5.0,10
2750,5.0,5.0,10
2800,5.0,5.0,10
2850,5.0,5.0,10
2900,5.0,5.0,10
2950,5.0,5.0,10
3000,5.0,5.0,10
3050,5.0,5.0,10
3100,5.0,5.0,10
3150,5.0,5.0,10
3200,5.0,5.0,10
3250,5.0,5.0,10
3300,5.0,5.0,10
3350,5.0,5.0,10
3400,5.0,5.0,10
3450,5.0,5.0,10
3500,5.0,5.0,10
3550,5.015,5.0,10
3600,5.032,5.0,10
3650,5.065,5.0,10
3700,5.098,5.0,10
3750,5.119,5.0,10
3800,5.141,5.0,10
3850,5.167,5.0,10
3900,5.186,5.0,10
3950,5.195,5.0,10
4000,5.219,5.0,10
4050,5.244,5.0,10
4100,5.269,5.0,10
4150,5.271,5.0,10
4200,5.271,5.0,10
4250,5.283,4.924,10
4300,5.294,4.956,10
4350,5.301,4.978,10
4400,5.301,4.999,10
4450,5.303,5.023,10
4500,5.305,5.039,10
4550,5.313,5.045,10
4600,5.313,5.045,10
4650,5.313,5.045,10
4700,5.323,5.015,10
4750,5.396,4.9,10
4800,5.52,4.801,10
4850,5.716,4.71,10
4900,5.929,4.625,10
4950,6.168,4.587,10
5000,6.301,4.559,10
5050,6.327,4.537,10
5100,6.328,4.533,10
5150,6.328,4.525,10
5200,6.328,4.522,10
5250,6.328,4.521,10
5300,6.328,4.521,10
5350,6.328,4.521,10
5400,6.328,4.555,10
5450,6.328,4.642,10
5500,6.328,4.685,10
5550,6.328,4.709,10
5600,6.328,4.731,10
5650,6.328,4.767,10
5700,6.344,4.804,10
5750,6.393,4.846,10
5800,6.444,4.872,10
5850,6.488,4.882,10
5900,6.514,4.883,10
5950,6.54,4.883,10
6000,6.583,4.884,10
6050,6.639,4.886,10
6100,6.719,4.89,10
6150,6.807,4.895,10
6200,6.845,4.896,10
6250,6.853,4.896,10
6300,6.857,4.896,10
6350,6.861,4.896,10
6400,6.861,4.896,10
6450,6.867,4.896,10
6500,6.87,4.896,10
6550,6.87,4.896,10
6600,6.87,4.896,10
6650,6.87,4.896,10
6700,6.87,4.896,10
6750,6.87,4.896,10
6800,6.87,4.896,10
6850,6.87,4.896,10
6900,6.87,4.886,10
6950,6.87,4.876,10
7000,6.87,4.861,10
7050,6.87,4.857,10
7100,6.87,4.852,10
7150,6.87,4.833,10
7200,6.87,4.821,10
7250,6.87,4.814,10
7300,6.87,4.801,10
7350,6.87,4.792,10
7400,6.87,4.791,10
7450,6.87,4.784,10
7500,6.87,4.771,10
7550,6.87,4.766,10
7600,6.87,4.76,10
7650,6.87,4.752,10
7700,6.87,4.751,10
7750,6.87,4.747,10
7800,6.87,4.741,10
7850,6.87,4.739,10
7900,6.866,4.729,10
7950,6.853,4.726,10
8000,6.845,4.716,10
8050,6.834,4.702,10
8100,6.827,4.696,10
8150,6.817,4.685,10
8200,6.812,4.671,10
8250,6.805,4.669,10
8300,6.793,4.669,10
8350,6.782,4.666,10
8400,6.773,4.655,10
8450,6.768,4.654,10
8500,6.763,4.646,10
8550,6.752,4.637,10
8600,6.743,4.632,10
8650,6.74,4.626,10
8700,6.73,4.623,10
8750,6.726,4.619,10
8800,6.716,4.618,10
8850,6.691,4.618,10
8900,6.66,4.618,10
8950,6.63,4.618,10
9000,6.597,4.618,10
9050,6.578,4.618,10
9100,6.569,4.618,10
9150,6.569,4.618,10
9200,6.569,4.618,10
9250,6.569,4.618,10
9300,6.569,4.618,10
9350,6.569,4.618,10
9400,6.569,4.615,10
9450,6.569,4.615,10
9500,6.569,4.615,10
9550,6.569,4.615,10
9600,6.569,4.615,10
9650,6.569,4.615,10
9700,6.569,4.615,10
9750,6.569,4.615,10
9800,6.569,4.615,10
9850,6.569,4.615,10
9900,6.568,4.615,10
9950,6.568,4.615,10
10000,6.567,4.615,10
10050,6.566,4.615,10
10100,6.562,4.615,10
10150,6.561,4.615,10
10200,6.56,4.615,10
10250,6.56,4.615,10
10300,6.56,4.615,10
10350,6.56,4.615,10
10400,6.56,4.615,10
10450,6.56,4.615,10
10500,6.56,4.613,10
10550,6.56,4.613,10
10600,6.56,4.613,10
10650,6.56,4.613,10
10700,6.56,4.613,10
10750,6.56,4.613,10
10800,6.56,4.613,10
10850,6.56,4.613,10
10900,6.56,4.612,10
10950,6.56,4.609,10
11000,6.56,4.609,10
11050,6.56,4.609,10
11100,6.56,4.609,10
11150,6.56,4.609,10
11200,6.56,4.606,10
11250,6.56,4.606,10
11300,6.56,4.606,10
11350,6.56,4.601,10
11400,6.56,4.601,10
11450,6.56,4.597,10
11500,6.56,4.591,10
11550,6.56,4.588,10
11600,6.56,4.582,10
11650,6.56,4.582,10
11700,6.56,4.582,10
11750,6.56,4.581,10
11800,6.56,4.58,10
11850,6.56,4.58,10
11900,6.56,4.58,10
11950,6.56,4.58,10
12000,6.56,4.58,10
12050,6.56,4.58,10
12100,6.56,4.58,10
12150,6.56,4.58,10
12200,6.56,4.58,10
12250,6.56,4.58,10
12300,6.56,4.58,10
12350,6.56,4.58,10
12400,6.56,4.58,10
12450,6.56,4.58,10
12500,6.56,4.58,10
12550,6.56,4.58,10
12600,6.56,4.579,10
12650,6.56,4.577,10
12700,6.56,4.577,10
12750,6.56,4.577,10
12800,6.56,4.577,10
12850,6.56,4.577,10
12900,6.56,4.577,10
12950,6.56,4.577,10
13000,6.56,4.577,10
13050,6.56,4.577,10
13100,6.56,4.577,10
13150,6.56,4.577,10
13200,6.56,4.577,10
13250,6.56,4.577,10
13300,6.56,4.577,10
13350,6.56,4.577,10
13400,6.56,4.577,10
13450,6.56,4.577,10
13500,6.56,4.577,10
13550,6.56,4.577,10
13600,6.56,4.577,10
13650,6.56,4.577,10
13700,6.56,4.577,10
13750,6.56,4.577,10
13800,6.56,4.577,10
13850,6.56,4.577,10
13900,6.56,4.577,10
13950,6.56,4.577,10
14000,6.56,4.577,10
14050,6.56,4.577,10
14100,6.56,4.577,10
14150,6.56,4.577,10
14200,6.56,4.577,10
14250,6.56,4.577,10
14300,6.56,4.577,10
14350,6.56,4.577,10
14400,6.56,4.577,10
14450,6.56,4.577,10
14500,6.56,4.577,10
14550,6.56,4.577,10
14600,6.56,4.577,10
14650,6.56,4.577,10
14700,6.56,4.577,10
14750,6.56,4.577,10
14800,6.56,4.577,10
14850,6.56,4.577,10
14900,6.56,4.577,10
14950,6.56,4.577,10
15000,6.56,4.576,10
15050,6.56,4.576,10
15100,6.56,4.571,10
15150,6.56,4.57,10
15200,6.56,4.57,10
15250,6.56,4.57,10
15300,6.56,4.57,10
15350,6.56,4.567,10
15400,6.56,4.567,10
15450,6.56,4.567,10
15500,6.56,4.564,10
15550,6.56,4.563,10
15600,6.56,4.563,10
15650,6.56,4.558,10
15700,6.56,4.558,10
15750,6.56,4.558,10
15800,6.56,4.558,10
15850,6.56,4.558,10
15900,6.56,4.558,10
15950,6.56,4.558,10
16000,6.56,4.558,10
16050,6.56,4.558,10
16100,6.56,4.558,10
16150,6.56,4.558,10
16200,6.56,4.558,10
16250,6.56,4.558,10
16300,6.56,4.558,10
16350,6.56,4.558,10
16400,6.56,4.558,10
16450,6.56,4.558,10
16500,6.56,4.558,10
16550,6.56,4.558,10
16600,6.56,4.557,10
16650,6.56,4.556,10
16700,6.56,4.556,10
16750,6.56,4.555,10
16800,6.56,4.554,10
16850,6.56,4.554,10
16900,6.56,4.553,10
16950,6.56,4.552,10
17000,6.56,4.552,10
17050,6.56,4.552,10
17100,6.56,4.552,10
17150,6.56,4.55,10
17200,6.563,4.55,10
17250,6.566,4.549,10
17300,6.568,4.549,10
17350,6.571,4.549,10
17400,6.574,4.549,10
17450,6.579,4.549,10
17500,6.584,4.549,10
17550,6.589,4.549,10
17600,6.592,4.549,10
17650,6.598,4.549,10
17700,6.603,4.549,10
17750,6.607,4.549,10
17800,6.613,4.549,10
17850,6.613,4.549,10
17900,6.616,4.549,10
17950,6.623,4.549,10
18000,6.624,4.549,10
18050,6.634,4.549,10
18100,6.635,4.549,10
18150,6.643,4.549,10
18200,6.651,4.549,10
18250,6.652,4.549,10
18300,6.656,4.549,10
18350,6.662,4.549,10
18400,6.662,4.549,10
18450,6.662,4.549,10
18500,6.662,4.549,10
18550,6.662,4.549,10
18600,6.662,4.549,10
18650,6.662,4.549,10
18700,6.662,4.549,10
18750,6.662,4.549,10
18800,6.662,4.549,10
18850,6.662,4.549,10
18900,6.662,4.549,10
18950,6.662,4.549,10
19000,6.662,4.549,10
19050,6.662,4.549,10
19100,6.662,4.549,10
19150,6.662,4.549,10
19200,6.662,4.549,10
19250,6.662,4.549,10
19300,6.662,4.549,10
19350,6.662,4.549,10
19400,6.662,4.549,10
19450,6.662,4.549,10
19500,6.662,4.549,10
19550,6.668,4.549,10
19600,6.669,4.549,10
19650,6.669,4.549,10
19700,6.669,4.549,10
19750,6.669,4.549,10
19800,6.669,4.549,10
19850,6.67,4.549,10
19900,6.674,4.549,10
19950,6.676,4.549,10
20000,6.694,4.549,10
20050,6.732,4.549,10
20100,6.768,4.549,10
20150,6.817,4.549,10
20200,6.852,4.549,10
20250,6.862,4.549,10
20300,6.865,4.549,10
20350,6.867,4.549,10
20400,6.867,4.549,10
20450,6.867,4.549,10
20500,6.867,4.549,10
20550,6.867,4.549,10
20600,6.867,4.549,10
20650,6.867,4.549,10
20700,6.867,4.549,10
20750,6.867,4.549,10
20800,6.867,4.549,10
20850,6.867,4.549,10
20900,6.867,4.549,10
20950,6.867,4.549,10
21000,6.867,4.549,10
21050,6.867,4.549,10
21100,6.867,4.549,10
21150,6.867,4.549,10
21200,6.867,4.549,10
21250,6.867,4.549,10
21300,6.867,4.549,10
21350,6.867,4.549,10
21400,6.867,4.549,10
21450,6.867,4.549,10
21500,6.867,4.549,10
21550,6.867,4.549,10
21600,6.867,4.549,10
21650,6.867,4.549,10
21700,6.867,4.549,10
21750,6.867,4.549,10
21800,6.867,4.549,10
21850,6.867,4.549,10
21900,6.867,4.549,10
21950,6.867,4.549,10
22000,6.867,4.549,10
22050,6.867,4.549,10
22100,6.867,4.549,10
22150,6.867,4.549,10
22200,6.867,4.549,10
22250,6.867,4.549,10
22300,6.867,4.549,10
22350,6.867,4.549,10
22400,6.867,4.549,10
22450,6.867,4.549,10
22500,6.867,4.549,10
22550,6.867,4.549,10
22600,6.867,4.549,10
22650,6.867,4.549,10
22700,6.867,4.549,10
22750,6.867,4.549,10
22800,6.867,4.549,10
22850,6.867,4.549,10
22900,6.867,4.549,10
22950,6.867,4.549,10
23000,6.867,4.549,10
23050,6.867,4.549,10
23100,6.867,4.549,10
23150,6.867,4.549,10
23200,6.867,4.549,10
23250,6.867,4.549,10
23300,6.867,4.549,10
23350,6.867,4.549,10
23400,6.867,4.549,10
23450,6.867,4.549,10
23500,6.867,4.549,10
23550,6.867,4.549,10
23600,6.867,4.549,10
23650,6.867,4.549,10
23700,6.867,4.549,10
23750,6.867,4.549,10
23800,6.867,4.549,10
23850,6.867,4.549,10
23900,6.867,4.549,10
23950,6.867,4.549,10
24000,6.867,4.549,10
24050,6.867,4.549,10
24100,6.867,4.549,10
24150,6.867,4.549,10
24200,6.867,4.549,10
24250,6.867,4.549,10
24300,6.867,4.549,10
24350,6.867,4.549,10
24400,6.867,4.549,10
24450,6.867,4.549,10
24500,6.867,4.549,10
24550,6.867,4.549,10
24600,6.867,4.549,10
24650,6.867,4.549,10
24700,6.867,4.549,10
24750,6.867,4.549,10
24800,6.867,4.549,10
24850,6.867,4.549,10
24900,6.867,4.549,10
24950,6.867,4.549,10
25000,6.867,4.549,10
25050,6.867,4.549,10
25100,6.867,4.549,10
25150,6.867,4.549,10
25200,6.867,4.549,10
25250,6.867,4.549,10
25300,6.867,4.549,10
25350,6.867,4.549,10
25400,6.867,4.549,10
25450,6.867,4.549,10
25500,6.867,4.549,10
25550,6.867,4.549,10
25600,6.867,4.549,10
25650,6.867,4.549,10
25700,6.867,4.549,10
25750,6.867,4.549,10
25800,6.867,4.549,10
25850,6.867,4.549,10
25900,6.867,4.549,10
25950,6.867,4.549,10
26000,6.867,4.549,10
26050,6.867,4.549,10
26100,6.867,4.549,10
26150,6.867,4.549,10
26200,6.867,4.549,10
26250,6.867,4.549,10
26300,6.867,4.549,10
26350,6.867,4.549,10
26400,6.867,4.549,10
26450,6.867,4.549,10
26500,6.867,4.549,10
26550,6.867,4.549,10
26600,6.867,4.549,10
26650,6.867,4.549,10
26700,6.867,4.549,10
26750,6.867,4.549,10
26800,6.867,4.549,10
26850,6.867,4.549,10
26900,6.867,4.549,10
26950,6.867,4.549,10
27000,6.867,4.549,10
27050,6.867,4.549,10
