jstime,valence,arousal,video
0,5.0,5.244,10
50,5.0,5.244,10
100,5.0,5.244,10
150,5.0,5.244,10
200,5.0,5.244,10
250,5.0,5.244,10
300,5.0,5.244,10
350,5.0,5.244,10
400,5.0,5.244,10
450,5.0,5.244,10
500,5.0,5.244,10
550,5.0,5.244,10
600,5.0,5.244,10
650,5.0,5.244,10
700,5.0,5.244,10
750,5.0,5.244,10
800,5.0,5.244,10
850,5.0,5.244,10
900,5.0,5.244,10
950,5.0,5.244,10
1000,5.0,5.244,10
1050,5.0,5.244,10
1100,5.0,5.244,10
1150,5.0,5.244,10
1200,5.0,5.244,10
1250,5.0,5.244,10
1300,5.0,5.244,10
1350,5.0,5.244,10
1400,5.0,5.244,10
1450,5.0,5.244,10
1500,5.0,5.244,10
1550,5.0,5.244,10
1600,5.0,5.244,10
1650,5.0,5.244,10
1700,5.0,5.244,10
1750,5.0,5.244,10
1800,5.0,5.244,10
1850,5.0,5.244,10
1900,5.0,5.244,10
1950,5.0,5.244,10
2000,5.0,5.244,10
2050,5.0,5.244,10
2100,5.0,5.244,10
2150,5.0,5.245,10
2200,4.996,5.252,10
2250,4.984,5.273,10
2300,4.984,5.282,10
2350,4.984,5.287,10
2400,4.984,5.296,10
2450,4.984,5.303,10
2500,4.984,5.306,10
2550,4.984,5.313,10
2600,4.984,5.317,10
2650,4.984,5.318,10
2700,4.984,5.321,10
2750,4.984,5.321,10
2800,4.984,5.321,10
2850,4.984,5.321,10
2900,4.984,5.321,10
2950,4.984,5.321,10
3000,4.984,5.321,10
3050,4.984,5.321,10
3100,4.984,5.321,10
3150,4.984,5.321,10
3200,4.984,5.321,10
3250,4.984,5.321,10
3300,4.984,5.321,10
3350,4.984,5.321,10
3400,4.984,5.321,10
3450,4.984,5.321,10
3500,4.984,5.321,10
3550,4.984,5.321,10
3600,4.984,5.321,10
3650,4.984,5.321,10
3700,4.984,5.321,10
3750,4.984,5.321,10
3800,4.984,5.321,10
3850,4.984,5.321,10
3900,4.984,5.321,10
3950,4.984,5.321,10
4000,4.984,5.321,10
4050,4.984,5.321,10
4100,4.984,5.321,10
4150,4.984,5.321,10
4200,4.984,5.321,10
4250,4.984,5.321,10
4300,4.984,5.321,10
4350,4.984,5.321,10
4400,4.984,5.321,10
4450,4.984,5.321,10
4500,4.984,5.321,10
4550,4.984,5.321,10
4600,4.984,5.321,10
4650,4.984,5.321,10
4700,4.984,5.321,10
4750,4.984,5.321,10
4800,4.984,5.322,10
4850,4.984,5.324,10
4900,4.984,5.324,10
4950,4.984,5.326,10
5000,4.984,5.332,10
5050,4.984,5.332,10
5100,4.984,5.332,10
5150,4.984,5.334,10
5200,4.984,5.334,10
5250,4.984,5.334,10
5300,4.984,5.337,10
5350,4.984,5.338,10
5400,4.984,5.338,10
5450,4.984,5.338,10
5500,4.984,5.339,10
5550,4.984,5.343,10
5600,4.984,5.343,10
5650,4.984,5.343,10
5700,4.984,5.344,10
5750,4.984,5.345,10
5800,4.984,5.346,10
5850,4.984,5.347,10
5900,4.984,5.347,10
5950,4.984,5.347,10
6000,4.984,5.347,10
6050,4.984,5.347,10
6100,4.984,5.347,10
6150,4.984,5.347,10
6200,4.984,5.347,10
6250,4.984,5.347,10
6300,4.984,5.347,10
6350,4.984,5.347,10
6400,4.984,5.348,10
6450,4.984,5.349,10
6500,4.984,5.351,10
6550,4.984,5.352,10
6600,4.984,5.355,10
6650,4.984,5.356,10
6700,4.984,5.358,10
6750,4.984,5.358,10
6800,4.984,5.361,10
6850,4.984,5.361,10
6900,4.984,5.362,10
6950,4.984,5.364,10
7000,4.984,5.367,10
7050,4.984,5.367,10
7100,4.984,5.367,10
7150,4.984,5.369,10
7200,4.984,5.369,10
7250,4.984,5.369,10
7300,4.984,5.369,10
7350,4.984,5.369,10
7400,4.984,5.369,10
7450,4.984,5.369,10
7500,4.984,5.369,10
7550,4.984,5.369,10
7600,4.984,5.369,10
7650,4.984,5.369,10
7700,4.984,5.369,10
7750,4.984,5.369,10
7800,4.984,5.369,10
7850,4.984,5.369,10
7900,4.984,5.369,10
7950,4.984,5.369,10
8000,4.984,5.369,10
8050,4.984,5.369,10
8100,4.984,5.369,10
8150,4.984,5.369,10
8200,4.984,5.37,10
8250,4.984,5.37,10
8300,4.984,5.37,10
8350,4.984,5.37,10
8400,4.984,5.37,10
8450,4.984,5.37,10
8500,4.984,5.37,10
8550,4.984,5.37,10
8600,4.984,5.37,10
8650,4.984,5.37,10
8700,4.984,5.37,10
8750,4.984,5.37,10
8800,4.984,5.37,10
8850,4.984,5.37,10
8900,4.984,5.37,10
8950,4.984,5.37,10
9000,4.984,5.37,10
9050,4.984,5.37,10
9100,4.984,5.37,10
9150,4.984,5.37,10
9200,4.984,5.37,10
9250,4.984,5.37,10
9300,4.984,5.37,10
9350,4.984,5.37,10
9400,4.984,5.37,10
9450,4.984,5.37,10
9500,4.984,5.37,10
9550,4.984,5.37,10
9600,4.984,5.37,10
9650,4.984,5.37,10
9700,4.984,5.37,10
9750,4.984,5.37,10
9800,4.984,5.37,10
9850,4.984,5.37,10
9900,4.984,5.37,10
9950,4.984,5.37,10
10000,4.984,5.37,10
10050,4.984,5.37,10
10100,4.984,5.37,10
10150,4.984,5.37,10
10200,4.984,5.37,10
10250,4.984,5.37,10
10300,4.984,5.37,10
10350,4.984,5.37,10
10400,4.984,5.37,10
10450,4.984,5.37,10
10500,4.984,5.37,10
10550,4.984,5.37,10
10600,4.984,5.37,10
10650,4.984,5.37,10
10700,4.984,5.37,10
10750,4.984,5.37,10
10800,4.984,5.37,10
10850,4.984,5.37,10
10900,4.984,5.37,10
