jstime,valence,arousal,video
0,5.0,5.0,10
50,5.0,5.0,10
100,5.0,5.0,10
150,5.0,5.0,10
200,5.0,5.0,10
250,5.0,5.0,10
300,5.0,5.0,10
350,5.0,5.0,10
400,5.0,5.0,10
450,5.0,5.0,10
500,5.0,5.0,10
550,5.0,5.0,10
600,5.0,5.0,10
650,5.0,5.0,10
700,5.0,5.0,10
750,5.0,5.0,10
800,5.0,5.0,10
850,5.0,5.0,10
900,5.0,5.0,10
950,5.0,5.0,10
1000,5.0,5.0,10
1050,5.0,5.0,10
1100,5.0,5.0,10
1150,5.0,5.0,10
1200,5.0,5.0,10
1250,5.0,5.0,10
1300,5.0,5.0,10
1350,5.0,5.0,10
1400,5.0,5.0,10
1450,5.0,5.0,10
1500,5.0,5.0,10
1550,5.0,5.0,10
1600,5.0,5.0,10
1650,5.0,5.0,10
1700,5.0,5.0,10
1750,5.0,5.0,10
1800,5.0,5.0,10
1850,5.0,5.0,10
1900,5.0,5.0,10
1950,5.0,5.0,10
2000,5.0,5.0,10
2050,5.0,5.0,10
2100,5.0,5.0,10
2150,5.0,5.0,10
2200,5.0,5.0,10
2250,5.0,5.0,10
2300,5.0,5.0,10
2350,5.0,5.0,10
2400,5.0,5.0,10
2450,5.0,5.0,10
2500,5.0,5.0,10
2550,5.0,5.0,10
2600,5.0,5.0,10
2650,5.0,5.0,10
2700,5.0,5.0,10
2750,5.0,5.0,10
2800,5.0,5.0,10
2850,5.0,5.0,10
2900,5.0,5.0,10
2950,5.0,5.0,10
3000,5.0,5.0,10
3050,5.0,5.0,10
3100,5.0,5.0,10
3150,5.0,5.0,10
3200,5.0,5.0,10
3250,5.0,5.0,10
3300,5.0,5.0,10
3350,5.0,5.0,10
3400,5.0,5.0,10
3450,5.0,5.0,10
3500,5.0,5.0,10
3550,5.0,5.0,10
3600,5.0,5.0,10
3650,5.0,5.0,10
3700,5.0,5.0,10
3750,5.0,5.0,10
3800,5.0,5.0,10
3850,5.0,5.0,10
3900,5.0,5.0,10
3950,5.0,5.0,10
4000,5.0,5.0,10
4050,5.0,5.0,10
4100,5.0,5.0,10
4150,5.0,5.0,10
4200,5.0,5.0,10
4250,5.0,5.0,10
4300,5.0,5.0,10
4350,5.0,5.0,10
4400,5.0,5.0,10
4450,5.0,5.0,10
4500,5.0,5.0,10
4550,5.0,5.0,10
4600,5.0,5.0,10
4650,5.0,5.0,10
4700,5.0,5.0,10
4750,5.0,5.0,10
4800,5.0,5.0,10
4850,5.0,5.0,10
4900,5.0,5.0,10
4950,5.0,5.0,10
5000,5.0,5.0,10
5050,5.0,5.0,10
5100,5.0,5.0,10
5150,5.0,5.0,10
5200,5.0,5.0,10
5250,5.0,5.0,10
5300,5.0,5.0,10
5350,5.0,5.0,10
5400,5.0,5.0,10
5450,5.0,5.0,10
5500,5.0,5.0,10
5550,5.0,5.0,10
5600,5.0,5.0,10
5650,5.0,5.0,10
5700,5.0,5.0,10
5750,5.0,5.0,10
5800,5.0,5.0,10
5850,5.0,5.0,10
5900,5.0,5.0,10
5950,5.0,5.0,10
6000,5.0,5.0,10
6050,5.0,5.0,10
6100,5.0,5.0,10
6150,5.0,5.0,10
6200,5.0,5.0,10
6250,5.0,5.0,10
6300,5.0,5.0,10
6350,5.0,5.0,10
6400,5.0,5.0,10
6450,5.014,5.0,10
6500,5.038,5.0,10
6550,5.065,5.0,10
6600,5.102,5.006,10
6650,5.139,5.02,10
6700,5.196,5.037,10
6750,5.274,5.107,10
6800,5.356,5.192,10
6850,5.41,5.211,10
6900,5.443,5.22,10
6950,5.484,5.226,10
7000,5.525,5.24,10
7050,5.563,5.26,10
7100,5.617,5.287,10
7150,5.681,5.318,10
7200,5.725,5.338,10
7250,5.765,5.357,10
7300,5.809,5.38,10
7350,5.86,5.406,10
7400,5.908,5.435,10
7450,5.945,5.465,10
7500,5.979,5.493,10
7550,6.019,5.523,10
7600,6.053,5.554,10
7650,6.079,5.584,10
7700,6.108,5.606,10
7750,6.148,5.624,10
7800,6.193,5.64,10
7850,6.239,5.65,10
7900,6.282,5.658,10
7950,6.337,5.67,10
8000,6.395,5.691,10
8050,6.444,5.719,10
8100,6.471,5.748,10
8150,6.489,5.77,10
8200,6.523,5.798,10
8250,6.59,5.851,10
8300,6.677,5.915,10
8350,6.747,5.979,10
8400,6.791,6.034,10
8450,6.809,6.071,10
8500,6.812,6.085,10
8550,6.82,6.094,10
8600,6.849,6.105,10
8650,6.897,6.126,10
8700,6.942,6.146,10
8750,6.966,6.158,10
8800,6.968,6.167,10
8850,6.971,6.172,10
8900,6.971,6.172,10
8950,6.971,6.172,10
9000,6.971,6.174,10
9050,6.971,6.175,10
9100,6.971,6.175,10
9150,6.971,6.176,10
9200,6.971,6.177,10
9250,6.975,6.177,10
9300,6.979,6.177,10
9350,6.98,6.177,10
9400,6.982,6.177,10
9450,6.984,6.177,10
9500,6.985,6.177,10
9550,6.985,6.177,10
9600,6.985,6.177,10
9650,6.988,6.177,10
9700,6.992,6.18,10
9750,6.992,6.184,10
9800,6.993,6.189,10
9850,7.008,6.204,10
9900,7.055,6.228,10
9950,7.124,6.247,10
10000,7.187,6.265,10
10050,7.215,6.28,10
10100,7.218,6.282,10
10150,7.22,6.283,10
10200,7.22,6.289,10
10250,7.22,6.308,10
10300,7.22,6.331,10
10350,7.22,6.352,10
10400,7.22,6.367,10
10450,7.22,6.371,10
10500,7.22,6.371,10
10550,7.22,6.371,10
10600,7.22,6.373,10
10650,7.22,6.375,10
10700,7.22,6.377,10
10750,7.22,6.382,10
10800,7.22,6.388,10
10850,7.22,6.397,10
10900,7.21,6.412,10
10950,7.19,6.432,10
11000,7.175,6.457,10
11050,7.163,6.482,10
11100,7.16,6.49,10
11150,7.158,6.492,10
11200,7.158,6.492,10
11250,7.158,6.492,10
11300,7.158,6.492,10
11350,7.158,6.492,10
11400,7.158,6.492,10
11450,7.158,6.492,10
11500,7.158,6.492,10
11550,7.158,6.492,10
11600,7.158,6.492,10
11650,7.158,6.492,10
11700,7.158,6.492,10
11750,7.158,6.492,10
11800,7.158,6.492,10
11850,7.158,6.492,10
11900,7.158,6.492,10
11950,7.158,6.492,10
12000,7.158,6.492,10
12050,7.158,6.492,10
12100,7.158,6.492,10
12150,7.158,6.492,10
12200,7.158,6.492,10
12250,7.158,6.492,10
12300,7.158,6.492,10
12350,7.158,6.492,10
12400,7.158,6.492,10
12450,7.158,6.492,10
12500,7.158,6.492,10
12550,7.158,6.492,10
12600,7.158,6.492,10
12650,7.158,6.492,10
12700,7.158,6.492,10
12750,7.158,6.492,10
12800,7.158,6.492,10
12850,7.158,6.492,10
12900,7.158,6.492,10
12950,7.158,6.492,10
13000,7.158,6.492,10
13050,7.158,6.492,10
13100,7.158,6.492,10
13150,7.158,6.492,10
13200,7.158,6.492,10
13250,7.158,6.492,10
13300,7.158,6.492,10
13350,7.158,6.492,10
13400,7.158,6.492,10
13450,7.158,6.492,10
13500,7.158,6.492,10
13550,7.158,6.492,10
13600,7.158,6.492,10
13650,7.158,6.492,10
13700,7.158,6.492,10
13750,7.158,6.492,10
13800,7.158,6.492,10
13850,7.158,6.492,10
13900,7.158,6.492,10
13950,7.158,6.492,10
14000,7.158,6.492,10
14050,7.158,6.492,10
14100,7.158,6.492,10
14150,7.158,6.492,10
14200,7.158,6.492,10
14250,7.158,6.492,10
14300,7.158,6.492,10
14350,7.158,6.492,10
14400,7.158,6.492,10
14450,7.158,6.492,10
14500,7.158,6.492,10
14550,7.158,6.492,10
14600,7.158,6.492,10
14650,7.158,6.492,10
14700,7.158,6.492,10
14750,7.158,6.492,10
14800,7.158,6.492,10
14850,7.158,6.492,10
14900,7.158,6.492,10
14950,7.158,6.492,10
15000,7.158,6.492,10
15050,7.158,6.492,10
15100,7.158,6.492,10
15150,7.158,6.492,10
15200,7.158,6.492,10
15250,7.158,6.492,10
15300,7.158,6.492,10
15350,7.158,6.492,10
15400,7.158,6.492,10
15450,7.158,6.492,10
15500,7.158,6.492,10
15550,7.158,6.492,10
15600,7.158,6.492,10
15650,7.158,6.492,10
15700,7.158,6.492,10
15750,7.158,6.492,10
15800,7.158,6.492,10
15850,7.158,6.492,10
15900,7.158,6.492,10
15950,7.158,6.492,10
16000,7.158,6.492,10
16050,7.158,6.492,10
16100,7.158,6.492,10
16150,7.158,6.492,10
16200,7.158,6.492,10
16250,7.158,6.492,10
16300,7.158,6.492,10
16350,7.158,6.492,10
16400,7.158,6.492,10
16450,7.158,6.492,10
16500,7.158,6.492,10
16550,7.158,6.492,10
16600,7.158,6.492,10
16650,7.158,6.492,10
16700,7.158,6.492,10
16750,7.158,6.492,10
16800,7.158,6.492,10
16850,7.158,6.492,10
16900,7.158,6.492,10
16950,7.158,6.492,10
17000,7.158,6.492,10
17050,7.157,6.492,10
17100,7.153,6.493,10
17150,7.148,6.501,10
17200,7.141,6.515,10
17250,7.127,6.534,10
17300,7.116,6.556,10
17350,7.11,6.568,10
17400,7.105,6.576,10
17450,7.099,6.595,10
17500,7.088,6.62,10
17550,7.08,6.646,10
17600,7.071,6.679,10
17650,7.062,6.707,10
17700,7.056,6.728,10
17750,7.055,6.745,10
17800,7.053,6.764,10
17850,7.05,6.777,10
17900,7.047,6.782,10
17950,7.046,6.782,10
18000,7.046,6.782,10
18050,7.046,6.782,10
18100,7.046,6.782,10
18150,7.046,6.782,10
18200,7.046,6.782,10
18250,7.046,6.782,10
18300,7.046,6.782,10
18350,7.046,6.782,10
18400,7.046,6.785,10
18450,7.046,6.788,10
18500,7.046,6.789,10
18550,7.046,6.789,10
18600,7.046,6.789,10
18650,7.046,6.789,10
18700,7.046,6.789,10
18750,7.046,6.79,10
18800,7.046,6.792,10
18850,7.046,6.793,10
18900,7.046,6.793,10
18950,7.046,6.793,10
19000,7.046,6.793,10
19050,7.046,6.793,10
19100,7.046,6.793,10
19150,7.046,6.793,10
19200,7.046,6.793,10
19250,7.046,6.793,10
19300,7.046,6.793,10
19350,7.046,6.793,10
19400,7.046,6.793,10
19450,7.046,6.793,10
19500,7.046,6.793,10
19550,7.046,6.793,10
19600,7.046,6.793,10
19650,7.046,6.793,10
19700,7.046,6.793,10
19750,7.046,6.793,10
19800,7.046,6.793,10
19850,7.046,6.793,10
19900,7.046,6.793,10
19950,7.046,6.793,10
20000,7.046,6.793,10
20050,7.046,6.793,10
20100,7.046,6.793,10
20150,7.046,6.793,10
20200,7.046,6.793,10
20250,7.046,6.793,10
20300,7.046,6.793,10
20350,7.046,6.793,10
20400,7.046,6.793,10
20450,7.046,6.793,10
20500,7.046,6.793,10
20550,7.046,6.793,10
20600,7.046,6.793,10
20650,7.046,6.793,10
20700,7.046,6.793,10
20750,7.046,6.793,10
20800,7.046,6.793,10
20850,7.046,6.793,10
20900,7.046,6.793,10
20950,7.046,6.793,10
21000,7.046,6.793,10
21050,7.046,6.793,10
21100,7.046,6.793,10
21150,7.046,6.793,10
21200,7.046,6.793,10
21250,7.046,6.793,10
21300,7.046,6.793,10
21350,7.046,6.793,10
21400,7.046,6.793,10
21450,7.046,6.793,10
21500,7.046,6.793,10
21550,7.046,6.793,10
21600,7.046,6.793,10
21650,7.046,6.793,10
21700,7.046,6.793,10
21750,7.046,6.793,10
21800,7.046,6.793,10
21850,7.046,6.793,10
21900,7.046,6.793,10
21950,7.046,6.793,10
22000,7.046,6.793,10
22050,7.046,6.793,10
22100,7.046,6.793,10
22150,7.046,6.793,10
22200,7.046,6.793,10
22250,7.046,6.793,10
22300,7.046,6.793,10
22350,7.046,6.793,10
22400,7.046,6.793,10
22450,7.046,6.793,10
22500,7.046,6.793,10
22550,7.046,6.793,10
22600,7.046,6.793,10
22650,7.046,6.793,10
22700,7.046,6.792,10
22750,7.046,6.792,10
22800,7.046,6.791,10
22850,7.046,6.789,10
22900,7.046,6.789,10
22950,7.046,6.789,10
23000,7.046,6.789,10
23050,7.046,6.789,10
23100,7.046,6.789,10
23150,7.046,6.789,10
23200,7.046,6.788,10
23250,7.046,6.787,10
23300,7.046,6.786,10
23350,7.046,6.785,10
23400,7.046,6.782,10
23450,7.046,6.781,10
23500,7.046,6.778,10
23550,7.046,6.776,10
23600,7.046,6.774,10
23650,7.046,6.772,10
23700,7.046,6.772,10
23750,7.046,6.772,10
23800,7.046,6.772,10
23850,7.046,6.771,10
23900,7.046,6.77,10
23950,7.046,6.77,10
24000,7.046,6.77,10
24050,7.046,6.77,10
24100,7.046,6.77,10
24150,7.046,6.77,10
24200,7.046,6.77,10
24250,7.046,6.77,10
24300,7.046,6.77,10
24350,7.046,6.77,10
24400,7.046,6.77,10
24450,7.046,6.77,10
24500,7.046,6.77,10
24550,7.046,6.77,10
24600,7.046,6.77,10
24650,7.046,6.767,10
24700,7.046,6.763,10
24750,7.046,6.763,10
24800,7.046,6.763,10
24850,7.046,6.763,10
24900,7.046,6.763,10
24950,7.046,6.763,10
25000,7.046,6.763,10
25050,7.046,6.763,10
25100,7.046,6.763,10
25150,7.046,6.763,10
25200,7.046,6.763,10
25250,7.046,6.763,10
25300,7.046,6.763,10
25350,7.046,6.762,10
25400,7.046,6.762,10
25450,7.046,6.762,10
25500,7.046,6.762,10
25550,7.046,6.762,10
25600,7.046,6.762,10
25650,7.046,6.762,10
25700,7.046,6.762,10
25750,7.046,6.762,10
25800,7.046,6.762,10
25850,7.046,6.762,10
25900,7.046,6.762,10
25950,7.046,6.762,10
26000,7.046,6.762,10
26050,7.046,6.762,10
26100,7.046,6.762,10
26150,7.046,6.762,10
26200,7.046,6.762,10
26250,7.046,6.762,10
26300,7.046,6.762,10
26350,7.046,6.762,10
26400,7.046,6.762,10
26450,7.046,6.762,10
26500,7.046,6.762,10
26550,7.046,6.762,10
26600,7.046,6.762,10
26650,7.046,6.762,10
26700,7.046,6.762,10
26750,7.046,6.762,10
26800,7.046,6.762,10
26850,7.046,6.762,10
26900,7.046,6.762,10
26950,7.046,6.762,10
27000,7.046,6.762,10
27050,7.046,6.762,10
