jstime,valence,arousal,video
0,5.0,4.777,10
50,5.0,4.777,10
100,5.0,4.777,10
150,5.0,4.777,10
200,5.0,4.777,10
250,5.0,4.777,10
300,5.0,4.777,10
350,5.0,4.777,10
400,5.0,4.777,10
450,5.0,4.777,10
500,5.0,4.777,10
550,5.0,4.777,10
600,5.0,4.777,10
650,5.0,4.777,10
700,5.0,4.777,10
750,5.0,4.777,10
800,5.0,4.777,10
850,5.0,4.777,10
900,5.0,4.777,10
950,5.0,4.777,10
1000,5.0,4.777,10
1050,5.0,4.777,10
1100,5.0,4.777,10
1150,5.0,4.777,10
1200,5.0,4.777,10
1250,5.0,4.777,10
1300,5.0,4.777,10
1350,5.0,4.777,10
1400,5.0,4.777,10
1450,5.0,4.777,10
1500,5.0,4.777,10
1550,5.0,4.777,10
1600,5.0,4.777,10
1650,5.0,4.777,10
1700,5.0,4.777,10
1750,5.0,4.777,10
1800,5.0,4.777,10
1850,5.0,4.777,10
1900,5.0,4.777,10
1950,5.0,4.777,10
2000,5.0,4.777,10
2050,5.0,4.777,10
2100,5.0,4.777,10
2150,5.0,4.777,10
2200,5.0,4.777,10
2250,5.0,4.777,10
2300,5.0,4.777,10
2350,5.0,4.777,10
2400,5.0,4.777,10
2450,5.0,4.777,10
2500,5.0,4.777,10
2550,5.0,4.777,10
2600,5.0,4.777,10
2650,5.0,4.777,10
2700,5.0,4.777,10
2750,5.0,4.777,10
2800,5.0,4.777,10
2850,5.0,4.777,10
2900,5.0,4.777,10
2950,5.0,4.777,10
3000,5.0,4.777,10
3050,5.0,4.777,10
3100,5.0,4.777,10
3150,5.0,4.777,10
3200,5.0,4.777,10
3250,5.0,4.777,10
3300,5.0,4.777,10
3350,5.0,4.777,10
3400,5.0,4.777,10
3450,5.0,4.777,10
3500,5.0,4.777,10
3550,5.0,4.777,10
3600,5.0,4.777,10
3650,5.0,4.777,10
3700,5.0,4.777,10
3750,5.0,4.777,10
3800,5.0,4.777,10
